text,translation,in_toxic,toxicity,time,time_prediction,time_translation
Practicing lines/mannerisms/voices for upcoming feature shoot.  Probably driving Brock crazy.  ,Practicando líneas/manierismos/voces para la próxima sesión de fotos. Probablemente volviendo loco a Brock.,False,0.0007747960626147687,0.6732006072998047,0.039549827575683594,0.6336495876312256
Going to go and read new moon for the 3rd time  I cant get enough of twilight series ,Voy a ir a leer luna nueva por tercera vez. No me canso de la serie Crepúsculo.,False,0.0009584780782461166,0.6722607612609863,0.03722381591796875,0.6350364685058594
today is our two month anniversary!!! i love you sooooooo much Diana. omg you dont even know  TAR HEELS WON THE NCAA WOOT!!!!!,hoy es nuestro aniversario de dos meses!!! te quiero mucho Diana ¡Dios mío ni siquiera sabes que TAR HEELS GANÓ EL NCAA WOOT!,False,0.0055112517438828945,0.6291296482086182,0.0368044376373291,0.5923247337341309
I am bored ,estoy aburrido,False,0.002640686696395278,0.620537281036377,0.03708624839782715,0.5834505558013916
@stevecla it is a wallpaper with Red Square I was asking for ,@stevecla es un fondo de pantalla con Red Square que estaba pidiendo,False,0.0008901639375835657,0.6831779479980469,0.03680753707885742,0.6463699340820312
@r_keith_hill Thanks for your response. Ihad already find this answer ,@r_keith_hill Gracias por su respuesta. ya habia encontrado esta respuesta,False,0.000756912340875715,0.6338667869567871,0.037369728088378906,0.5964963436126709
@Pope_Mello Well yeah! I only noticed cuz i'm BB too. ,@Pope_Mello ¡Bueno sí! Solo me di cuenta porque yo también soy BB.,False,0.0012257029302418232,0.6077022552490234,0.037072181701660156,0.570629358291626
Just tryna get inspired thats all ,Solo trata de inspirarte eso es todo.,False,0.0008749710978008807,0.5973742008209229,0.03498959541320801,0.5623836517333984
@KourtneyKardash Can't get up early enough!!!  Night workouts are much better. ,@KourtneyKardash ¡¡¡No puedo levantarme lo suficientemente temprano!!! Los entrenamientos nocturnos son mucho mejores.,False,0.0017738558817654848,0.6072487831115723,0.037987470626831055,0.5692603588104248
@ladygaga Can't wait to see ur hot ass in Austin! woot woot!!! annnd love the bob with purple i went the royal color way as well ,@ladygaga ¡No puedo esperar a ver tu culo caliente en Austin! guau guau!!! Y me encanta el corte bob con púrpura yo también opté por el color real.,True,0.8558012247085571,0.6775074005126953,0.037628889083862305,0.6398780345916748
@QuotableBuffy I got a bunch of Buffy songs too! One of my faves is &quot;Vivian&quot; by Nerf Herder when Faith met Spike in Buffy's body. ,@QuotableBuffy ¡También tengo un montón de canciones de Buffy! Uno de mis favoritos es &quot;Vivian&quot; de Nerf Herder cuando Faith conoció a Spike en el cuerpo de Buffy.,False,0.07579384744167328,0.6389884948730469,0.038402557373046875,0.6005854606628418
#Devunity Wallpaper  Check this out !   --&gt;    http://twitpic.com/2y2e2,Fondo de pantalla de #Devunity ¡Mira esto! --&gt; http://twitpic.com/2y2e2,False,0.0016851862892508507,0.6009244918823242,0.03714179992675781,0.5637822151184082
Morning Tweetland a long day ahead! Hope everyone has a great day  ,Mañana Tweetland ¡un largo día por delante! Espero que todos tengan un gran día,False,0.0012405413435772061,0.6269271373748779,0.03871965408325195,0.5882067680358887
   uploading pictures on friendster ,subiendo fotos a friendster,False,0.0007404861971735954,0.636624813079834,0.0377042293548584,0.5989198684692383
@ash_CT Aw dont you love that  I love for those days! Thanks about the pic ;-p,@ash_CT ¡Oh no te encanta lo que amo por esos días! Gracias por la foto ;-p,False,0.001483714091591537,0.6214163303375244,0.03734469413757324,0.584071159362793
noodlebox with amanda tonight ,caja de fideos con amanda esta noche,False,0.003223664127290249,0.5851097106933594,0.03794240951538086,0.5471668243408203
@una_avion2010 Sorrry I'm doing like 29823782 different things. Kevin Jonas' Girlfriend ,@ una_avion2010 Lo siento estoy haciendo como 29823782 cosas diferentes. La novia de Kevin Jonas,False,0.0008658725419081748,0.624798059463501,0.036659955978393555,0.588137149810791
@fuzeb they are so serious too while singing like.. whoa  hehe lsd maybe? j/k lolol,@fuzeb también son tan serios mientras cantan como... ¿vaya jeje lsd tal vez? j/k jajaja,False,0.08892509341239929,0.697030782699585,0.03742623329162598,0.6596040725708008
loving life... and loving you ,amando la vida... y amándote,False,0.0016800352605059743,0.6307582855224609,0.037390708923339844,0.5933666229248047
@ApothecaryJeri  I love Sicilians best damn pizza on the planet [says I] ,@ApothecaryJeri Me encanta la mejor maldita pizza siciliana del planeta [dice yo],False,0.23782378435134888,0.6363143920898438,0.0373082160949707,0.5990056991577148
loves chocolate milk  and that is GF YEAH..,le encanta la leche con chocolate y eso es GF YEAH ..,False,0.0007961599039845169,0.6207928657531738,0.03784966468811035,0.5829427242279053
Going to Sutter Creek tomorrow to tour an old Mine ,Voy a Sutter Creek mañana para recorrer una antigua mina,False,0.006495223380625248,0.6423628330230713,0.0362248420715332,0.6061372756958008
@bodycoach I'll look into that cho I personally like strawberry but I'm going to become coach soon ,@bodycoach Voy a investigar ese cho personalmente me gusta la fresa pero pronto me convertiré en entrenador.,False,0.000953316455706954,0.6108152866363525,0.03509783744812012,0.5757169723510742
@little__fish guess where i live. the other side of the earth  east mesa losiento,@little__fish adivina dónde vivo. el otro lado de la tierra mesa este losiento,False,0.0015527760842815042,0.6128840446472168,0.038216352462768555,0.5746667385101318
@paula_paige3489 so apart from the sore... how was the tryouts? ,@paula_paige3489 aparte de la llaga... ¿cómo estuvieron las pruebas?,False,0.0012451920192688704,0.6628496646881104,0.03719043731689453,0.6256587505340576
failed physics TEST... what a homo. keeen for the holidays (2 days to go) ,PRUEBA de física fallida... qué homo. ansiosa por las vacaciones (faltan 2 días),True,0.7299734354019165,0.5948078632354736,0.03786134719848633,0.5569460391998291
Just observed the update look of #Alexa website http://tinyurl.com/c48gzf  looks great seems Alexa is improving ,Acabo de observar el aspecto actualizado del sitio web de #Alexa http://tinyurl.com/c48gzf se ve genial parece que Alexa está mejorando,False,0.0006298648077063262,0.6204104423522949,0.038782596588134766,0.5816268920898438
@leiabox so what can you tell us about it? I'm totally geeking out right now ,@leiabox entonces ¿qué nos puedes decir al respecto? Estoy totalmente geek ahora mismo,False,0.0014452752657234669,0.6260156631469727,0.036952972412109375,0.5890622138977051
@theragingocean BonJour SpacecowboyI wish I was either of it .I work with Kids can go out whenever I want and go wherever I want to ,@theragingocean BonJour Spacecowboy desearía ser cualquiera de ellos. Trabajo con niños puedo salir cuando quiera e ir a donde quiera.,False,0.012755830772221088,0.6327121257781982,0.037915945053100586,0.5947954654693604
@Rebecca1158 goodnight. ,@ Rebecca1158 buenas noches.,False,0.0007541184313595295,0.5921084880828857,0.03850889205932617,0.5535991191864014
My brother is sick too lol. Quite weird ,Mi hermano también está enfermo jajaja. Bastante raro,False,0.21102522313594818,0.6203124523162842,0.03759026527404785,0.5827217102050781
@drdrew *gives a hug and a cookie* Hope you feel better! ,@drdrew *da un abrazo y una galleta* ¡Espero que te sientas mejor!,False,0.0009661731892265379,0.7002410888671875,0.03698325157165527,0.663257360458374
@jonathanRKnight Hey Jon! It's real and I hope you take care of yourself...we don't want you to get too rundown.  ((Hugs)),@jonathanRKnight ¡Hola Jon! Es real y espero que te cuides... no queremos que te deprimas demasiado. ((Abrazos)),False,0.023203618824481964,0.6296064853668213,0.03865814208984375,0.5909478664398193
Just wrote on a toilet wall... but only to correct poor spelling. And in highlighter so it will wash off. HARDCORE ,Acabo de escribir en la pared de un baño... pero solo para corregir la mala ortografía. Y en iluminador para que se lave. DURO,False,0.27685824036598206,0.6851284503936768,0.03751778602600098,0.6476097106933594
had a good tech meeting at clubZone - dinner was sushi ,tuve una buena reunión técnica en clubZone - la cena fue sushi,False,0.001699640415608883,0.6618399620056152,0.03722667694091797,0.6246128082275391
@mattgalloway Thanks for the hook up with @CarlyRush and suggesting me again bro! you rock! ,@mattgalloway ¡Gracias por conectarte con @CarlyRush y sugerirme de nuevo hermano! ¡tú Molas!,False,0.0023207897320389748,0.9599723815917969,0.03855443000793457,0.9214174747467041
@jeffswarens depends on which version they thought you  the one I know doesn't go like that ;),@jeffswarens depende de que versión te hayan pensado la que se que no va así ;),False,0.00120396981947124,0.6303787231445312,0.03898024559020996,0.591397762298584
@Speak2Ashley hand is still pretty weak i cant like punch anyone out yet or turn knobs but it doesnt hurt much ,La mano de @ Speak2Ashley todavía es bastante débil no me gusta golpear a nadie todavía o girar las perillas pero no duele mucho.,False,0.5102633833885193,0.7568118572235107,0.03693675994873047,0.7198746204376221
@Honey3223 Lurkers now that was interesting ,@Honey3223 Lurkers ahora eso fue interesante,False,0.0009050031658262014,0.6173901557922363,0.03736448287963867,0.5800251960754395
@saravananp mine is B North. Still need to decide 'aaru hithavaru ninage ee moovaroLage' to vote ,@saravananp el mío es B North. Todavía tengo que decidir &#39;aaru hithavaru ninage ee moovaroLage&#39; para votar,False,0.0019198916852474213,0.8100314140319824,0.03606152534484863,0.7739694118499756
@trstfndbby um I bought my shit from the Koreans its OACH  highest quality out there baby  I paid an extra 3.50 2 get a real tag sewed in,@trstfndbby um compré mi mierda de los coreanos es OACH de la más alta calidad bebé pagué 3.50 extra 2 para obtener una etiqueta real cosida,True,0.8786100745201111,0.613802433013916,0.03874015808105469,0.5750613212585449
eating ice-cream with chocolate topping ,comer helado con cobertura de chocolate,False,0.0008983740699477494,0.6149992942810059,0.039449214935302734,0.5755496025085449
@iamdiddy your telling me.. just finished doing 200 crunches!  step it up Diddy ! LETS GO!,@iamdiddy me estás diciendo... ¡acabo de terminar de hacer 200 abdominales! ¡Da un paso adelante Diddy! ¡VAMOS!,False,0.106528140604496,0.6929762363433838,0.03828883171081543,0.654686689376831
@its_yvonne daaang i didn't know it was possible to talk that long! what'd you guys talk about ,@its_yvonne daaang ¡no sabía que era posible hablar tanto tiempo! ¿de qué hablaron?,False,0.0013071807334199548,1.2278711795806885,0.03831958770751953,1.1895508766174316
@LaurUy West.  Mostly San Jose and San Francisco.,@LaurUy Oeste. Principalmente San José y San Francisco.,False,0.0009101839968934655,0.6428489685058594,0.03599190711975098,0.6068565845489502
Nikki is off working her ass off on a bike trying to recover from her knee injury.  (Good for her. ,Nikki está trabajando duro en una bicicleta tratando de recuperarse de su lesión en la rodilla. (Bien por ella.,True,0.931626558303833,0.6111721992492676,0.03886270523071289,0.5723087787628174
@marymayblood I would love to come help unpack   Let me know where I need to be Sat afternoon!,@marymayblood Me encantaría venir a ayudar a desempacar ¡Avísame dónde debo estar el sábado por la tarde!,False,0.000750638369936496,0.6854944229125977,0.034914493560791016,0.6505792140960693
shenagians!  my team is awesome&lt;3,shenagianos! mi equipo es genial &lt;3,False,0.0012382346903905272,0.6048786640167236,0.037047386169433594,0.5678308010101318
listening to some music and just chilling....I'll probably regret not getting work done...but till then i'm just gonna kick back ,escuchando algo de música y relajándome... probablemente me arrepentiré de no haber hecho el trabajo... pero hasta entonces voy a relajarme,False,0.0008748885593377054,0.6879251003265381,0.03846406936645508,0.6494603157043457
I am doing a study of Think &amp; Grow Rich - Wow - it's amazing how timeless the law of attraction is! So now we're on our 6 step program! ,Estoy haciendo un estudio de Piense y hágase rico. ¡Vaya! ¡Es increíble lo atemporal que es la ley de la atracción! ¡Así que ahora estamos en nuestro programa de 6 pasos!,False,0.0008092977805063128,0.633368730545044,0.03792881965637207,0.5954391956329346
@BittenbyBooks Oh good!  I'm glad you're feeling better!   I've been really good!  It'll be a crazy week though... In a good way! ,@BittenbyBooks ¡Qué bueno! ¡Me alegro de que te sientas mejor! ¡He estado muy bien! Sin embargo será una semana loca... ¡En el buen sentido!,False,0.0008019277593120933,0.7733793258666992,0.037682294845581055,0.7356963157653809
21 Days till chris comes home and 67 days till summer ,21 días hasta que chris vuelva a casa y 67 días hasta el verano,False,0.011577248573303223,0.6204779148101807,0.03730463981628418,0.5831725597381592
@davidgideon Yeah those were the days  - no it's now around 1.47ish...,@davidgideon Sí esos eran los días - no ahora es alrededor de la 1:47...,False,0.001652023522183299,0.6622464656829834,0.03700089454650879,0.6252450942993164
@therealjspace am I the first one to tell you you tweet the most while drinking! LOL. ,@therealjspace ¿soy el primero en decirte que tuiteas más mientras bebes? JAJAJA.,False,0.04025491327047348,0.6361944675445557,0.038512468338012695,0.5976815223693848
@its_anne Kay thanks. ,@its_anne Kay gracias.,False,0.0006350919720716774,0.6801812648773193,0.03749537467956543,0.6426854133605957
Goodnight ,Buenas noches,False,0.007157239597290754,0.6033351421356201,0.03465104103088379,0.568683385848999
I am determined to get back into baseball -- it's been 5 years since I've really watched the sport. Anyone interested in going to a game? ,Estoy decidido a volver al béisbol: han pasado 5 años desde que realmente observé este deporte. ¿Alguien interesado en ir a un partido?,False,0.0006623978260904551,0.6327550411224365,0.03719329833984375,0.5955610275268555
@beycah Good for you Becca have a good sleep. ,@beycah Bien por ti Becca que duermas bien.,False,0.0011524995788931847,0.6145236492156982,0.03702068328857422,0.5775022506713867
@MissNappyBoy and ur home is where? ohhh i nkow lexington ky rite next to me ,@MissNappyBoy y tu casa es ¿dónde? ohhh sé lexington ky rito a mi lado,False,0.09068886190652847,0.6451671123504639,0.037908077239990234,0.6072583198547363
Just seen the preview for the movie &quot;Obsessed&quot; w/ Beyonce. Wow one crazy broad in that movie &amp; Beyonce seems to go nuts in it too! ,Acabo de ver el adelanto de la película &quot;Obsessed&quot; con Beyonce. ¡Vaya una chica loca en esa película y Beyonce parece volverse loca en ella también!,False,0.0026177791878581047,0.6634154319763184,0.0368037223815918,0.6266112327575684
Easy Rider till I fall asleep ,Easy Rider hasta que me duermo,False,0.001037068897858262,0.6281819343566895,0.0362093448638916,0.5919718742370605
@miketomalaris I'm very very very excited about the live broadcast of Paris-Roubaix. ,@miketomalaris Estoy muy muy muy emocionado con la retransmisión en directo de la París-Roubaix.,False,0.0005853360053151846,0.6151387691497803,0.037529945373535156,0.5776083469390869
just had a real good moment. i missssssssss him so much ,Acabo de pasar un buen momento. lo extrañossssssssss tanto,False,0.010634871199727058,0.6618325710296631,0.03739619255065918,0.6244356632232666
@belliestobabies I have two too. I just don't know how people survive winter without jungle gyms at home ,@belliestobabies Yo también tengo dos. Simplemente no sé cómo la gente sobrevive el invierno sin gimnasios en casa,False,0.008785438723862171,0.6305322647094727,0.038728952407836914,0.5918025970458984
@jaredleto Just started to work. But it's the last one before holidayholiday!! ,@jaredleto Acabo de empezar a trabajar. ¡¡Pero es el último antes de las vacaciones!!,False,0.00206924369558692,0.6557490825653076,0.03733253479003906,0.6184160709381104
Watchin Greek then off to Knighty Knight!! ,¡Mirando griego y luego a Knighty Knight!,False,0.05766938999295235,0.6249802112579346,0.035855770111083984,0.5891239643096924
i am working on my media room design and i love love love my client profile ,Estoy trabajando en el diseño de mi sala multimedia y me encanta me encanta me encanta el perfil de mi cliente.,False,0.0005860796081833541,0.679816722869873,0.03759765625,0.6422183513641357
@Greeks05 its pretty lame..hahaha but yay i get to stalk your sexy ass on here now ,@Greeks05 es bastante patético... jajaja pero sí puedo acechar tu sexy trasero aquí ahora,True,0.9908050298690796,0.8160336017608643,0.03649282455444336,0.7795403003692627
@Lou911 Aww thanks ,@Lou911 Vaya gracias,False,0.0009090369567275047,0.6110289096832275,0.03620553016662598,0.5748224258422852
Another good day  nitey nite everyone! First day of school tomorrow!!! Ahh I'm kinda nervous yet excited...til tomorrow!,¡Otro buen día noche noche a todos! Mañana primer día de clases!!! Ahh estoy un poco nerviosa pero emocionada... ¡hasta mañana!,False,0.0023311900440603495,0.7322852611541748,0.03793215751647949,0.6943526268005371
thinking and planning ,pensar y planificar,False,0.000661992933601141,0.5911250114440918,0.03789019584655762,0.5532341003417969
Good enough.. time to go sleep off whatever I can be happier tomorrow ? here's Hopin.. go check my Fb. for what is in store for me now. ,Suficientemente bueno... es hora de irme a dormir lo que pueda ¿ser más feliz mañana? aquí está Hopin... ve a ver mi Fb. por lo que me espera ahora.,False,0.008000750094652176,0.6964926719665527,0.03610873222351074,0.6603834629058838
@missvic what do you mean I do those things now and I'm OLD! ,@missvic ¿qué quieres decir con que hago esas cosas ahora y soy VIEJA?,False,0.010821118019521236,0.7471816539764404,0.037281036376953125,0.7099001407623291
@jimmyeatworld been listening to that all morning  http://www.deezer.com/track/885843,@jimmyeatworld ha estado escuchando eso toda la mañana http://www.deezer.com/track/885843,False,0.0007673984509892762,0.6227819919586182,0.036505699157714844,0.5862758159637451
@UrbanThai  and you have me to thank for that ,@UrbanThai y tienes que agradecerme por eso,False,0.0011357577750459313,0.7039473056793213,0.03549981117248535,0.6684470176696777
@PamFR Thanks Pam... glad you enjoyed it. Yes life is short it's *now*. No need to struggle... just make better choices every day. ,@PamFR Gracias Pam... me alegro de que lo hayas disfrutado. Sí la vida es corta es *ahora*. No hay necesidad de luchar... solo toma mejores decisiones todos los días.,False,0.0007633719360455871,0.6294620037078857,0.03730130195617676,0.5921599864959717
@JonathanRKnight hmm you have a lot to say tonight! That's great!  Of course here I am up late reading it. haha,@JonathanRKnight hmm ¡tienes mucho que decir esta noche! ¡Genial! Por supuesto aquí estoy hasta tarde leyéndolo. ja ja,False,0.0009081417811103165,0.6474883556365967,0.044029951095581055,0.6034579277038574
@guykawasaki congrats on 100000 followers. Wow almost 4 times of what I have ,@guykawasaki felicidades por los 100.000 seguidores. Vaya casi 4 veces de lo que tengo,False,0.0007083207601681352,0.6227560043334961,0.03819417953491211,0.5845613479614258
@LarryCarroll ARE WE GOING TO BE GETTING ANY NM UPDATES THIS TIME AROUND? I'm not really screaming. Just wondering. Thanks! ,@LarryCarroll ¿VAMOS A RECIBIR ACTUALIZACIONES DE NM ESTA VEZ? Realmente no estoy gritando. Sólo me preguntaba. ¡Gracias!,False,0.0006450200453400612,0.7275533676147461,0.0395050048828125,0.6880476474761963
